timestr,time,open,close,low,high,volumefrom,volumeto
2022-02-24 00:00:00,1645660800,32954.14,34248.37,30587.08,34969.59,18888.13,607372335.96
2022-02-23 00:00:00,1645574400,33780.61,32954.14,32819.12,34598.47,6849.19,231677990.34
2022-02-22 00:00:00,1645488000,32746.03,33780.61,32211.13,33939.9,7552.32,249766503.42
2022-02-21 00:00:00,1645401600,33913.25,32746.03,32555.71,34760.62,9380.37,316351930.99
2022-02-20 00:00:00,1645315200,35440,33913.25,33550.56,35458.59,4886.42,166490361.52
2022-02-19 00:00:00,1645228800,35340.84,35440,35036.17,35767.41,2408.49,85254118.22
2022-02-18 00:00:00,1645142400,35686.5,35340.84,34855.85,36044.35,7217.9,256480542.85
2022-02-17 00:00:00,1645056000,38589.69,35686.5,35298.04,38840.95,8693.78,323817273.36
2022-02-16 00:00:00,1644969600,39243.82,38589.69,38160.1,39258.27,5252.74,203254645.74
2022-02-15 00:00:00,1644883200,37645.54,39243.82,37550.02,39413.69,5896.85,228763337.94
2022-02-14 00:00:00,1644796800,37040.59,37645.54,36621.78,37895.2,6206.25,231934450.17
2022-02-13 00:00:00,1644710400,37250.59,37040.59,36944.13,37709.77,2955.56,110383612.33
2022-02-12 00:00:00,1644624000,37354.96,37250.59,36850.97,37938.15,4201.3,156835579.62
2022-02-11 00:00:00,1644537600,38147.28,37354.96,36991.69,38577.21,7752.76,293916766.09
2022-02-10 00:00:00,1644451200,38897.9,38147.28,37966.14,39920.48,11060.88,430486435.82
2022-02-09 00:00:00,1644364800,38609.57,38897.9,37788.3,39249.22,7123.42,274073711.01
2022-02-08 00:00:00,1644278400,38351.49,38609.57,37413.17,39862.89,11568.21,445372153.05
2022-02-07 00:00:00,1644192000,37028.41,38351.49,36401.22,38994.33,8925.38,338161499.82
2022-02-06 00:00:00,1644105600,36191.21,37028.41,35985.74,37230.36,3651.02,133152077.66
2022-02-05 00:00:00,1644019200,36318.47,36191.21,35784.35,36639.03,4486.3,162788541.27
2022-02-04 00:00:00,1643932800,32646.44,36318.47,32390.18,36445.64,11461.98,389357997.37
2022-02-03 00:00:00,1643846400,32695.72,32646.44,31758.32,32904.52,8620.11,279764636.62
2022-02-02 00:00:00,1643760000,34368.67,32695.72,32462.03,34506.22,6893.54,230965833.73
2022-02-01 00:00:00,1643673600,34280.35,34368.67,33814.25,34938.67,7609.38,261260479.21
2022-01-31 00:00:00,1643587200,34029.57,34280.35,32901,34500.07,7389.89,248893094.81
2022-01-30 00:00:00,1643500800,34301.19,34029.57,33588.04,34481.51,3996.5,136250830.34
2022-01-29 00:00:00,1643414400,33887.14,34301.19,33565.58,34773.34,6017.53,204850468.5
2022-01-28 00:00:00,1643328000,33375.05,33887.14,32505.43,34113.24,8004.82,266077193.63
2022-01-27 00:00:00,1643241600,32778.27,33375.05,31675.95,33413.63,8556.82,278387143.73
2022-01-26 00:00:00,1643155200,32737.12,32778.27,32294.38,34506.68,13770.72,460324508.23
2022-01-25 00:00:00,1643068800,32422.99,32737.12,31605.81,33266.91,8951.99,290328785.46
2022-01-24 00:00:00,1642982400,32017.1,32422.99,29200.58,33135.48,19639.68,601062530.49
2022-01-23 00:00:00,1642896000,30976.91,32017.1,30575.52,32209.26,10119.29,317798672.4
2022-01-22 00:00:00,1642809600,32204.27,30976.91,30029.57,32473.93,16934.06,529195352.01
2022-01-21 00:00:00,1642723200,36019.13,32204.27,31342.49,36374.72,20275.23,686877662.83
2022-01-20 00:00:00,1642636800,36766.68,36019.13,35895.44,38355.31,8298.77,309098337.81
2022-01-19 00:00:00,1642550400,37415.57,36766.68,36329.52,37571.76,7216.83,266799628.68
2022-01-18 00:00:00,1642464000,37038.88,37415.57,36362.41,37682.51,6507.81,239894046.48
2022-01-17 00:00:00,1642377600,37784.63,37038.88,36489.72,37882.09,4582.18,170541035.75
2022-01-16 00:00:00,1642291200,37800.4,37784.63,37403.7,38114.64,2690.38,101679348.26
2022-01-15 00:00:00,1642204800,37765.94,37800.4,37392.74,38408.43,3651.92,138184544.82
2022-01-14 00:00:00,1642118400,37166.75,37765.94,36510.88,38086.56,6440.62,240071657.17
2022-01-13 00:00:00,1642032000,38444.93,37166.75,36968.78,38731.88,6489.77,245966294.88
2022-01-12 00:00:00,1641945600,37631.3,38444.93,37396.86,38734.39,6713.96,255865154.95
2022-01-11 00:00:00,1641859200,36935.3,37631.3,36485.63,37984.97,7360.6,274185993.53
2022-01-10 00:00:00,1641772800,36903.48,36935.3,35146.26,37273.85,9760.93,355433488.53
2022-01-09 00:00:00,1641686400,36740.74,36903.48,36361.32,37733.08,4254,157419804.15
2022-01-08 00:00:00,1641600000,36581.57,36740.74,35750.74,37300.49,6012.16,220146144.55
2022-01-07 00:00:00,1641513600,38185.03,36581.57,35937.56,38207.52,10207.55,377378314.62
2022-01-06 00:00:00,1641427200,38454.16,38185.03,37581.66,38744.17,8001.35,304922428.57
2022-01-05 00:00:00,1641340800,40644.85,38454.16,37638.98,41619.39,9880.53,393810185.94
2022-01-04 00:00:00,1641254400,41102.16,40644.85,40409.08,42099.1,5426.08,223450346.18
2022-01-03 00:00:00,1641168000,41639.21,41102.16,40491.02,41893.92,4632.93,191251380.91
2022-01-02 00:00:00,1641081600,42032.46,41639.21,41092.29,42202.56,3105.09,129223303.74
2022-01-01 00:00:00,1640995200,40652.32,42032.46,40645.29,42190.29,3008.81,124972783.41
